,Latitude,Longitude,num_crimes_comm_area,num_complaints_comm_area,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Firearm-related,Tuberculosis,canvass fail rate,complaint fail rate,num prev canvass inspections,num prev complaint inspections,last inspection fail,inspection-complaint interaction,inspection-fail interaction,consec-fail interaction,Facility Type_Grocery Store,Facility Type_Restaurant,Risk_Risk 1 (High),Risk_Risk 2 (Medium),Results_Fail,Inspection Date,Facility Type_Daycare 2,lat_long_interaction
43364,41.7921379071,-87.6768293994,7362.0,3236.0,34.4,35.9,16.1,63.6,13.8,39.3,10.9,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,1.0,2011-07-18,0.0,-3664.20214552
43367,41.9825818178,-87.708995751,832.0,679.0,13.2,9.9,9.7,79.1,10.2,3.1,8.9,0.0,0.0,2.0,1.0,0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-06-12,0.0,-3682.25009027
43369,41.9830385843,-87.6685108896,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-12,0.0,-3680.59047531
43378,41.8727331347,-87.7633248394,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.125,0.337701612903,8.0,0.0,0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-02-04,0.0,-3674.89028001
43379,41.9830988112,-87.668523944,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2015-07-02,0.0,-3680.59630337
43382,41.9830988112,-87.668523944,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2014-05-07,0.0,-3680.59630337
43383,41.9826440052,-87.7087037124,832.0,679.0,13.2,9.9,9.7,79.1,10.2,3.1,8.9,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,1.0,2012-09-13,0.0,-3682.24328412
43386,41.9832521164,-87.6564547991,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,1.0,0.337701612903,2.0,0.0,1,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2016-09-14,0.0,-3680.10304146
43387,41.7937882176,-87.5840614635,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2016-05-23,1.0,-3660.46971604
43388,41.9384699534,-87.7660399103,4786.0,2399.0,18.7,14.6,6.9,74.1,7.6,5.5,9.4,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,0.0,2013-10-11,0.0,-3680.77342771
43395,41.8020498215,-87.6119283625,3099.0,1050.0,29.3,24.3,12.7,74.2,13.7,25.8,13.2,0.666666666667,0.337701612903,6.0,0.0,1,0.0,24.0,1.33333333333,0.0,0.0,1.0,0.0,0.0,2016-08-29,0.0,-3662.35819437
43396,41.8912654997,-87.7455283915,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.0,0.0,2.0,0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-06-07,0.0,-3675.77122626
43398,41.8746628808,-87.6290652887,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-21,0.0,-3669.43756752
43403,41.8746628808,-87.6290652887,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-12-17,0.0,-3669.43756752
43409,41.8746628808,-87.6290652887,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2016-07-08,0.0,-3669.43756752
43413,41.8746759504,-87.6274671067,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.0,3.0,1.0,0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-18,0.0,-3669.37178945
43414,41.6850358434,-87.6370826599,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,1.0,2012-06-28,1.0,-3653.15493189
43417,41.8791705594,-87.6417961401,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-11,0.0,-3670.36572868
43422,41.885592272,-87.6420002935,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-09-29,0.0,-3670.9370902
43430,41.8817375162,-87.6418080251,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.571428571429,0.337701612903,7.0,0.0,0,0.0,28.0,0.571428571429,0.0,1.0,1.0,0.0,1.0,2016-04-12,0.0,-3670.59119915
43434,41.8817375162,-87.6418080251,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.666666666667,1.0,3.0,1.0,1,4.0,12.0,1.33333333333,0.0,1.0,0.0,1.0,0.0,2014-09-18,0.0,-3670.59119915
43435,41.8817375162,-87.6418080251,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,1.0,0.0,1.0,2010-03-12,0.0,-3670.59119915
43442,41.8804479088,-87.6418389753,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-04,0.0,-3670.47947184
43444,41.8804479088,-87.6418389753,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2012-06-28,0.0,-3670.47947184
43448,41.8804479088,-87.6418389753,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-03-08,0.0,-3670.47947184
43454,41.8804479088,-87.6418389753,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.6,0.337701612903,5.0,0.0,0,0.0,15.0,1.2,0.0,1.0,1.0,0.0,0.0,2016-03-28,0.0,-3670.47947184
43457,41.9341550732,-87.6435615899,5480.0,2714.0,11.4,4.7,6.3,79.1,8.1,1.8,3.2,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-09-29,0.0,-3675.25870288
43459,41.9217799744,-87.6436631419,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.0,1.0,1.0,1.0,0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2016-08-26,0.0,-3674.17836239
43463,41.7935415257,-87.5998931369,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,0.0,0.0,3.0,1.0,0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-08-05,0.0,-3661.10977146
43467,41.7937965651,-87.5805629015,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,1.0,0.337701612903,3.0,0.0,1,0.0,9.0,2.0,0.0,0.0,1.0,0.0,1.0,2016-05-12,0.0,-3660.32422896
43471,41.9832794919,-87.6685631073,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.666666666667,0.0,3.0,1.0,1,4.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,2015-05-22,0.0,-3680.61378759
43478,41.9833127012,-87.668868361,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,0.337701612903,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-12-01,0.0,-3680.62951456
43483,41.9240932702,-87.7657741182,4786.0,2399.0,18.7,14.6,6.9,74.1,7.6,5.5,9.4,0.25,0.5,4.0,2.0,1,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-05-13,0.0,-3679.50050006
43484,41.9240932702,-87.7657741182,4786.0,2399.0,18.7,14.6,6.9,74.1,7.6,5.5,9.4,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2010-07-28,0.0,-3679.50050006
43486,41.9834200907,-87.6599158168,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,2013-05-03,0.0,-3680.26307085
43488,41.9092745667,-87.765187785,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,1.0,0.0,1.0,2.0,1,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2015-12-03,0.0,-3678.17535228
43489,41.9834729118,-87.6550328731,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,0.0,2011-05-19,0.0,-3680.06269821
43492,41.9384664765,-87.7663567364,4786.0,2399.0,18.7,14.6,6.9,74.1,7.6,5.5,9.4,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014-07-28,0.0,-3680.78640975
43496,41.7977070715,-87.7486942611,1817.0,1200.0,8.8,11.3,8.0,81.7,9.5,9.2,3.5,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-03-21,0.0,-3667.69421863
43501,41.7977070715,-87.7486942611,1817.0,1200.0,8.8,11.3,8.0,81.7,9.5,9.2,3.5,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-03-25,0.0,-3667.69421863
43503,41.9826089688,-87.6944754126,1755.0,1065.0,10.9,8.2,8.1,80.5,9.7,6.1,8.5,0.0,0.0,1.0,1.0,0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015-11-05,0.0,-3681.64286997
43510,41.9822416528,-87.7807986079,1139.0,732.0,8.6,12.4,6.6,82.9,7.7,4.2,7.1,0.166666666667,0.337701612903,6.0,0.0,0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-05-27,0.0,-3685.23469963
43512,41.7583733671,-87.6103969635,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,2012-05-23,0.0,-3658.46766724
43513,41.8913392689,-87.7455309066,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2011-06-07,0.0,-3675.77780454
43514,41.7585941686,-87.6103192256,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,0.0,2015-09-15,0.0,-3658.48376552
43519,41.8163762981,-87.6407956505,4871.0,1901.0,29.0,23.0,11.8,75.9,12.2,24.6,9.3,0.0,0.0,4.0,4.0,0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-04,0.0,-3664.82048999
43525,41.8768507803,-87.6418970515,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-02-23,0.0,-3670.16664493
43527,41.9825642221,-87.7813778909,1139.0,732.0,8.6,12.4,6.6,82.9,7.7,4.2,7.1,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-09-09,0.0,-3685.28733481
43529,41.8910335471,-87.7553096457,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2011-10-24,0.0,-3676.1606203
43531,41.7068710904,-87.6379138185,6536.0,2899.0,19.8,20.3,12.2,69.0,12.8,37.7,7.9,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015-11-03,0.0,-3655.10317426
43539,41.884590839,-87.6299974857,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.0,7.0,1.0,0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-02-23,0.0,-3670.34658991
43541,41.7659027811,-87.6104916604,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,2015-12-08,0.0,-3659.13127729
43542,41.8768496769,-87.6419853333,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2010-10-06,0.0,-3670.17024519
43547,41.8768496769,-87.6419853333,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.25,0.0,4.0,1.0,0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-06-27,0.0,-3670.17024519
43551,41.9835151412,-87.6699649837,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.666666666667,1.0,3.0,1.0,0,4.0,12.0,1.33333333333,0.0,1.0,1.0,0.0,0.0,2014-08-20,0.0,-3680.69330232
43558,41.9835201434,-87.6689130232,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.166666666667,0.337701612903,6.0,0.0,0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-08,0.0,-3680.64957586
43559,41.9835780709,-87.6602278049,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2012-06-04,0.0,-3680.29001776
43560,41.9835780709,-87.6602278049,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2011-02-23,0.0,-3680.29001776
43565,41.7913494237,-87.723255323,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.25,0.0,4.0,3.0,0,21.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-06-22,0.0,-3666.07321579
43567,41.7920606583,-87.6695368471,7362.0,3236.0,34.4,35.9,16.1,63.6,13.8,39.3,10.9,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,2012-10-15,0.0,-3663.8906018
43574,41.9386837748,-87.7665624938,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.166666666667,0.0,6.0,1.0,0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-11,0.0,-3680.81411043
43576,41.9240901988,-87.7660535302,4786.0,2399.0,18.7,14.6,6.9,74.1,7.6,5.5,9.4,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015-12-11,0.0,-3679.51194459
43579,41.9532928473,-87.7670657078,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.5,0.337701612903,2.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2012-07-30,0.0,-3682.11740999
43581,41.9532928473,-87.7670657078,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,2015-04-28,0.0,-3682.11740999
43582,41.9532928473,-87.7670657078,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,1.0,1.0,2010-05-21,0.0,-3682.11740999
43590,41.8823531357,-87.7650102751,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016-01-29,0.0,-3675.8051533
43591,41.9832497099,-87.6950780383,3042.0,2414.0,17.2,8.8,8.1,71.1,8.3,3.7,8.9,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2013-08-27,0.0,-3681.72435961
43593,41.792482647,-87.6449659047,7092.0,2432.0,46.6,28.0,14.5,69.7,13.1,44.9,11.3,0.0,1.0,1.0,1.0,1,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2016-08-22,0.0,-3662.90071667
43597,41.7900439686,-87.8013003947,1817.0,1200.0,8.8,11.3,8.0,81.7,9.5,9.2,3.5,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-11-09,0.0,-3669.22020399
43602,41.7900439686,-87.8013003947,1817.0,1200.0,8.8,11.3,8.0,81.7,9.5,9.2,3.5,0.25,0.0,4.0,1.0,0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-27,0.0,-3669.22020399
43607,41.8871091733,-87.7651871561,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.5,0.337701612903,4.0,0.0,1,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,2015-10-29,0.0,-3676.22997602
43608,41.9020340288,-87.765712109,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,1.0,2010-01-13,0.0,-3677.56185535
43610,41.9530734244,-87.7670564147,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,0.333333333333,1.0,6.0,0,42.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-22,0.0,-3682.09776201
43615,41.9676710151,-87.767596237,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.5,0.0,4.0,2.0,1,12.0,12.0,0.5,0.0,1.0,1.0,0.0,1.0,2016-04-07,0.0,-3683.40160466
43617,41.9676710151,-87.767596237,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-02-10,0.0,-3683.40160466
43620,41.8801350623,-87.7649424467,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.5,0.0,2.0,2.0,0,8.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-27,0.0,-3675.6076434
43621,41.7912128812,-87.7232521742,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-07-08,0.0,-3666.06110624
43622,41.9022516379,-87.7658729121,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,0.0,2010-03-19,0.0,-3677.58769198
43624,41.9022516379,-87.7658729121,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-21,0.0,-3677.58769198
43626,41.8949593173,-87.7656318391,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,2015-12-10,0.0,-3676.93757536
43627,41.8947398157,-87.7656267368,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2012-07-17,0.0,-3676.9180969
43632,41.9836784344,-87.6686490828,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.5,1.0,4.0,1.0,1,5.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,2015-02-23,0.0,-3680.65237187
43633,41.8949581654,-87.7657181086,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.0,0.0,1.0,0,1.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,1.0,2011-06-09,0.0,-3676.94108852
43636,41.9532874756,-87.767300166,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-02-05,0.0,-3682.12677482
43641,41.9532874756,-87.767300166,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,1.0,4.0,1.0,0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,2014-01-17,0.0,-3682.12677482
43644,41.9022506897,-87.7659509238,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.5,0.337701612903,2.0,0.0,1,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2014-02-10,0.0,-3677.59087763
43645,41.7920873501,-87.6546751184,7092.0,2432.0,46.6,28.0,14.5,69.7,13.1,44.9,11.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2011-05-12,0.0,-3663.27183919
43650,41.8871061775,-87.7654355212,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.25,0.666666666667,4.0,3.0,0,21.0,21.0,0.25,0.0,1.0,1.0,0.0,1.0,2016-04-08,0.0,-3676.24011639
43656,41.9532864854,-87.7673790701,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.2,0.0,5.0,1.0,0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-05-09,0.0,-3682.1299982
43660,41.880349814,-87.7652746741,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.0,3.0,5.0,0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-11,0.0,-3675.64040487
43663,41.7918878335,-87.664677014,7362.0,3236.0,34.4,35.9,16.1,63.6,13.8,39.3,10.9,0.5,1.0,2.0,3.0,1,15.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,2015-06-05,0.0,-3663.67234873
43669,41.9125535919,-87.7660202468,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-05-17,0.0,-3678.49802714
43676,41.9020297229,-87.7660227874,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.333333333333,0.5,6.0,2.0,0,16.0,24.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-03-22,0.0,-3677.5744955
43681,41.9833767649,-87.7139116593,832.0,679.0,13.2,9.9,9.7,79.1,10.2,3.1,8.9,0.0,0.0,4.0,1.0,0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2016-09-02,0.0,-3682.52620072
43682,41.7928090984,-87.6039242287,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2015-09-21,1.0,-3661.21408156
43688,41.7781532515,-87.7622072724,927.0,681.0,8.9,9.5,7.4,85.8,8.0,12.7,0.9,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-12-04,0.0,-3666.54294512
43689,41.8878469179,-87.7655924462,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2015-09-11,1.0,-3676.31170105
43691,41.8878469179,-87.7655924462,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-10-07,1.0,-3676.31170105
43695,41.9838636721,-87.6686889422,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-09-07,1.0,-3680.67028486
43696,41.7910125573,-87.7229530243,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,0.0,2015-10-07,0.0,-3666.0310314
43702,41.8871040696,-87.7656008179,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.2,0.0,5.0,1.0,0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-15,0.0,-3676.24685519
43706,41.8801291284,-87.7653505615,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.666666666667,0.75,3.0,4.0,1,28.0,35.0,2.0,0.0,1.0,1.0,0.0,0.0,2016-01-27,0.0,-3675.62421451
43707,41.9838636721,-87.6686889422,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2016-07-15,1.0,-3680.67028486
43709,41.8871029539,-87.7656836036,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-04-28,1.0,-3676.25022492
43713,41.9839522006,-87.6690061635,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,1.0,3.0,2.0,0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-04-22,0.0,-3680.69136424
43720,41.9835823589,-87.6981066069,3042.0,2414.0,17.2,8.8,8.1,71.1,8.3,3.7,8.9,0.0,0.337701612903,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-03-09,0.0,-3681.88068145
